org_id	remap_id
Joseph Mazzello	122
Ariana Richards	123
Thomas Rosales	124
Camilla Belle	125
Cyndi Strittmatter	126
Robin Sachs	127
Elliot Goldwag	128
J. Patrick McCormack	129
Ross Partridge	130
Ian Abercrombie	131
David Sawyer	132
Geno Silva	133
Alex Miranda	134
Ian Zajonc	135
Kenyon Williams	136
Alan Purwin	137
Bob Boehm	138
Bradley Jensen	139
Rick Wheeler	140
Ben Skorstad	141
Gordon Michaels	142
J. Scott Shonka	143
Harry Hutchinson	144
Bill Brown	145
Brian Turk	146
Jim Harly	147
Colton James	148
Carey Eidel	149
Katy Boyer	150
David Koepp	151
Eugene Bass	152
Bari Buckner	153
P.B. Hutton	154
David St. James	155
Mark Brady	156
Marjean Holden	157
Jaqueline Schultz	158
Domini Hoffman de Saldago	159
Thomas Stuart	160
C. Ransom Walrod	161
David Gene Gibbs	162
Michael N. Fujimoto	163
Paul Fujimoto	164
Darryl A. Imai	165
Darryl Oumi	166
Vincent Dee Miles	167
David Rosiak	168
Mark Pellegrino	169
Tommy Lee Jones	172
Will Smith	173
Linda Fiorentino	174
Vincent D'Onofrio	175
Rip Torn	176
Tony Shalhoub	177
Siobhan Fallon	178
Mike Nussbaum	179
Sergio Calderon	180
Carel Struycken	181
Michael Willis	182
Richard Hamilton	183
Kent Faulcon	184
Bernard Gilkey	185
Jonathan Gries	186
Fredric Lane	187
Sean Whalen	188
Vincent D'Onofio	189
Tom Hanks	191
Tom Sizemore	192
Jeremy Davies	193
Edward Burns	194
Giovanni Ribisi	195
Barry Pepper	196
Matt Damon	197
Adam Goldberg	198
Ted Danson	199
Vin Diesel	200
Paul Giamatti	201
Dennis Farina	202
Harve Presnell	203
Bryan Cranston	204
Nathan Fillion	205
Keanu Reeves [Neo]	209
Laurence Fishburne [Morpheus]	210
Carrie-Anne Moss [Trinity]	211
Hugo Weaving [Agent Smith]	212
Joe Pantoliano [Cypher]	213
Gloria Foster	214
Marcus Chong [Tank]	215
Anthony Ray Parker [Dozer]	216
Belinda McClory [Switch]	217
Julian Arahanga [Apoc]	218
Matt Doran [Mouse]	219
Paul Goddard	220
Robert Taylor (II)	221
Peter Cushing	224
James Earl Jones	225
Phil Brown	226
Shelagh Fraser	227
Jack Purvis	228
Alex McCrindle	229
Eddie Byrne	230
Drewe Henley	231
Denis Lawson	232
Garrick Hagon	233
Jack Klaff	234
William Hootkins	235
Angus MacInnes	236
Jeremy Sinden	237
Graham Ashley	238
Don Henderson	239
Leslie Schofield	240
Richard LeParmentier	241
Liam Neeson [Qui-Gon Jinn]	243
Ewan McGregor [Obi-Wan Kenobi]	244
Natalie Portman [Queen Amidala]	245
Jake Lloyd [Anakin Skywalker]	246
Samuel L Jackson	247
Oliver Ford Davies	248
Terence Stamp	249
Pernilla August	250
Ahmed Best [Jar Jar Binks]	251
Adrian Dunbar	252
Hugh Quarshie	253
Warwick Davis	254
Brian Blessed	255
Ralph Brown	256
Silas Carson	257
Ray Park [Darth Maul]	258
Matt Wood [Bib Fortuna]	259
Andy Secombe	260
Bruce Willis [Dr. Malcolm Crowe]	263
Haley Joel Osment [Cole Sear]	264
Toni Collette [Lynn Sear]	265
Olivia Williams [Anna Crowe]	266
Donnie Wahlberg	267
Mischa Barton	268
Trevor Morgan	269
Glenn Fitzgerald	270
Tom Hanks [the voice of Woody]	274
Tim Allen [the voice of Buzz Lightyear]	275
Don Rickles [the voice of Mr. Potato Head&#174;]	276
Jim Varney [the voice of Slinky&#174; Dog]	277
Wallace Shawn [the voice of Rex]	278
Annie Potts [the voice of Bo Peep]	279
Jodi Benson [the voice of Barbie&#174;]	280
Joan Cusack [the voice of Jessie]	281
R. Lee Ermey [the voice of Sergeant]	282
Kelsey Grammer [the voice of The Prospector]	283
Estelle Harris [the voice of Mrs. Potato Head&#174;]	284
Wayne Knight [the voice of Al]	285
Laurie Metcalf [the voice of Mom]	286
John Morris [the voice of Andy]	287
David Ogden Stiers	288
Gary Sinise	293
Mykelti Williamson	294
Sally Field	295
David Brisbin	296
Peter Dobson	297
Robin Wright Penn	298
Haley Joel Osment	299
Russell Crowe [Maximus]	302
Joaquin Phoenix [Emperor Commodus]	303
Richard Harris [Emperor Marcus Aurelius]	304
Connie Nielsen [Lucilla]	305
Djimon Hounsou [Juba]	306
Derek Jacobi	307
Oliver Reed [Proximo]	308
Ralph Moeller	309
Tomas Arana	310
Ralf Moeller [Gladiators Hagen]	311
Spencer Treat Clark	312
Tommy J. Flanagan	313
Jonathan Taylor Thomas	318
Matthew Broderick	319
Whoopi Goldberg	320
Rowan Atkinson	321
Sam Neill	325
Laura Dern	326
Wayne Knight	327
Bob Peck	328
Martin Ferrero	329
Macaulay Culkin	332
Joe Pesci	333
Daniel Stern	334
John Heard	335
Catherine O'Hara	336
Kristin Minter	337
Peter Siragusa	338
Roberts Blossom	339
Arnold Schwarzenegger	342
Linda Hamilton	343
Edward Furlong	344
Robert Patrick	345
Earl Boen	346
Joe Morton	347
S. Epatha Merkerson	348
Castulo Guerra	349
Jenette Goldstein	350
Xander Berkeley	351
Michael Keaton [Batman]	354
Jack Nicholson [The Joker]	355
Kim Basinger [Vicki Vale]	356
Jack Palance [Grissom]	357
Jerry Hall	358
Pat Hingle	359
Michael Gough	360
Robert Wuhl	361
Tracey Walter	362
Bill Pullman	365
Margaret Colin	366
Judd Hirsch	367
Randy Quaid	368
Vivica A. Fox	369
Mary McDonnell	370
James Rebhorn	371
Harvey Fierstein	372
Robert Loggia	373
Harry Connick	374
James Duval	375
John Storey	376
Andrew Keegan	377
Julie Moran	378
Nectar Rose	379
Brenda Blethyn	382
Claire Rushbrook	383
Marianne Jean-Baptiste	384
Timothy Spall	385
Kate Winslet	388
Christopher Eccleston	389
Rachel Griffiths	390
June Whitfield	391
Liam Cunningham	392
Thomas Hardy	393
Edward Norton	396
Natasha Lyonne	397
Drew Barrymore	398
Alan Alda	399
Gaby Hoffmann	400
Natalie Portman	401
Lukas Haas	402
Goldie Hawn	403
Julia Roberts	404
Tim Roth	405
Christy Romano	406
Ralph Fiennes	409
Juliette Binoche	410
Kristin Scott Thomas	411
Willem Dafoe	412
Naveen Andrews	413
Colin Firth	414
Julian Wadham	415
Jurgen Prochnow	416
Kevin Whately	417
Clive Merrison	418
Nino Castelnuovo	419
Hichem Rostom	420
Peter Ruhring	421
Geordie Johnson	422
Torri Higginson	423
Lusa Repo-Martell	424
Raymond Coulthard	425
Philip Whitchurch	426
Lee Ross	427
Anthony Smee	428
Michael Ferguson	429
Jason Done	430
Roger Morlidge	431
Sebastian Sherlock	432
Fritz Eggert	433
Sebastian Schipper	434
Sonia Mankai	435
Rim Turki	436
Sebastian Rudolph	437
Thoraya Sehill	438
Sondess Belhassen	439
Dominic Mafham	440
Gregor Truter	441
Salah Miled	442
Abdellatif Hamrouni	443
Samy Azaiez	444
Habib Chetoui	445
Phillipa Day	446
Amanda Walker	447
Paul Kant	448
James Spader	451
Peter Gallagher	452
Laura San Giacomo	453
Andie MacDowell	454
Anthony Perkins	457
Janet Leigh	458
Martin Balsam	459
Vera Miles	460
John Gavin	461
John McIntire	462
Simon Oakland	463
Vaughn Taylor	464
Frank Albertson	465
Lurene Tuttle	466
John Anderson	467
Mort Mills	468
George Eldredge	469
Sam Flint	470
Helen Wallace	471
Ted Knight	472
Virginia Gregg	473
Diane Keaton	476
Shelley Duvall	477
Tony Roberts	478
Paul Simon	479
Carol Kane	480
Mariel Hemingway	482
Meryl Streep	483
Michael Murphy	484
Anne Byrne	485
Karen Ludwig	486
Michael O'Donoghue	487
Marcello Mastroianni	490
Claudia Cardinale	491
Anouk Aimée	492
Mario Pisu	493
Barbara Steele	494
Sandra Milo	495
Rosella Falk	496
Bill Murray	499
Chris Elliott	500
Stephen Tobolowsky	501
Brian Doyle Murray	502
Marita Geraghty	503
Angela Paton	504
Rick Ducommun	505
Robin Duke	506
Daniel Day-Lewis	509
Lena Olin	510
Derek De Lint	511
Stellan Skarsgard	512
Nastassja Kinski	515
Harry Dean Stanton	516
Dean Stockwell	517
Aurore Clement	518
Hunter Carson	519
John Lurie	520
Tippi Hedren	522
Rod Taylor	523
Jessica Tandy	524
Suzanne Pleshette	525
Veronica Cartwright	526
Charles McGraw	527
Ethel Griffies	528
Ruth McDevitt	529
Malcolm Atterbury	530
Lonny Chapman	531
Suzanne Heshette	532
Tippi Hedron	533
Malcolm McDowell	536
Ed Begley	537
Annette O'Toole	538
Scott Paulin	539
Frankie Faison	540
John Larroquette	541
Berry Berenson	542
Emily Watson	545
Katrin Cartlidge	546
Jean-Marc Barr	547
Udo Kier	548
Nicole Kidman	551
Barbara Hershey	552
John Malkovich	553
Martin Donovan	554
Mary-Louise Parker	555
Richard E. Grant	556
Shelly Duvall	557
John Gielgud	558
John Malkovitch	559
Val Kilmer [Batman]	562
Jim Carrey [The Riddler]	563
Tommy Lee Jones [Two-Face]	564
Nicole Kidman [Chase Meridian]	565
Chris O'Donnell	566
Drew Barrymore [Sugar]	567
Debi Mazar	568
George Wallace	569
Kimberly Scott	570
George Clooney	573
Marcel Iures	574
Alexander Baluyev	575
Rene Medvesek	576
Gary Werntz	577
Randall Batinkoff	578
Jim Haynie	579
Alexander Strobele	580
Holt McCallany	581
Michael Boatman	582
Joan Copeland	583
Carlos Gomez	584
Armin Mueller-Stahl	585
Skako Juraga	586
Alexander Peskov	587
Dejan Acimovic	588
Harsh Nayyar	589
Matt Adler	590
Tamara Tunie	591
Alexander Yatsko	592
Bruce MacVittie	593
Lunoir Paulovic	594
Charles Dumas	595
Ramsey Faragallah	596
Murphy Guyer	597
Leslie Dilley	598
David S. Lomax	599
Adina Porter	600
Hubert Kramer	601
Alma Cuervo	602
Sebastian Roche	603
Blaise Corrigan	604
Gordon Catlin	605
John Ottavio	606
Goran Visnjic	607
Jay Acovone	608
Hannah Werntz	609
James Colby	610
Ethan Hawke	613
Alan Arkin	614
Jude Law	615
Loren Dean	616
Gore Vidal	617
Jayne Brook	618
Elias Koteas	619
Maya Rudolph	620
Una Damon	621
Elizabeth Dennehy	622
Blair Underwood	623
Mason Gamble	624
Vincent Nielson	625
Chad Christ	626
William Lee Scott	627
Clarence Graham	628
Ernest Borgnine	629
Carlton Benbry	630
Grace Sullivan	631
Ken Marino	632
Cynthia Martells	633
Gabrielle Reece	634
Ryan Dorin	635
Dean Norris	636
Russell Milton	637
George Marshall Ruge	638
Steve Bessen	639
Lindsey Lee Ginter	640
Wesley Snipes	643
Kyle MacLachlan	644
Ming-Na Wen	645
Robert Downey	646
Marcus Paulk	647
Natalie Trott	648
John Calley	649
Glenn Plummer	650
Amanda Donohoe	651
Zoe Nathenson	652
Thomas Haden Church	653
Vincent Ward	654
John Ratzenberger	655
Thomas Kopache	656
Annabelle Gurwitch	657
Susan Barnes	658
Malissa Jonas	659
Margaret Makinen	660
Edita Brychta	661
Hans Tester	662
Richard Paradise	663
Joe Drago	664
Johanna Torell	665
Julian Sands	666
Donovan Leitch	667
Ione Skye	668
Gwyneth Paltrow	671
John Hannah	672
John Lynch	673
Jeanne Tripplehorn	674
Douglas McFerran	675
Neil Stuke	676
Emma Thompson	680
Alan Rickman	681
Hugh Grant	682
Gemma Jones	683
Greg Wise	684
Harriet Walter	685
Imogen Stubbs	686
Hank Azaria	689
Chris Cooper	690
Anne Bancroft	691
Robert De Niro	692
Josh Mostel	693
Kim Dickens	694
Nell Campbell	695
Gabriel Mick	696
Jeremy James Kissner	697
Raquel Beaudene	698
Stephen Spinella	699
Marla Sucharetza	700
Isabelle Anderson	701
Jessica Lange	704
Nina Foch	705
Hal Holbrook	706
Johnathon Schaech	707
Leonardo DiCaprio	711
Nick Richert	712
Edward Albert	713
Jeremy Irons	714
Dana Barron	715
Gérard Depardieu	716
Timothy Bottoms	717
Brigid Conley Walsh	718
Gabriel Byrne	719
Anne Parillaud	720
Fannie Brett	721
Judith Godreche	722
Meg Foster	723
Edward Atterton	724
James Gammon	725
Dennis Hayden	726
Peter Sarsgaard	727
Hugh Laurie	728
David Lowe	729
Rex Ryon	730
Brigitte Boucher	731
Matthew Jocelyn	732
Karine Belly	733
Emmanuel Guttierez	734
Christian Erickson	735
Francois Montagut	736
Andrew Wallace	737
Cecile Auclert	738
Sonia Backers	739
Vincent Nemeth	740
Joe Sheridan	741
Olivier Hemon	742
Michael Morris	743
Emmanuel Patron	744
Leonor Valera	745
Michael Hofland	746
Laura Fraser	747
Brigitte Auber	748
Jean-Pol Brissart	749
Viggo Mortensen	752
David Suchet	753
Sarita Choudhury	754
Janet Margolin	756
Marcel Hillaire	757
Jacquelyn Hyde	758
Jan Merlin	759
James Anderson	760
Howard Storm	761
Mack Gordon	762
Jack MacGowran	765
Jason Miller	766
Ellen Burstyn	767
Linda Blair	768
Max Von Sydow	769
Lee J. Cobb	770
Kitty Winn	771
Glenn Close	774
Michelle Pfeiffer	775
Keanu Reeves	776
Ralph Fiennes [John Steed]	780
Uma Thurman [Emma Peel]	781
Sean Connery [Sir August]	782
Jim Broadbent	783
Eddie Izzard	784
Eileen Atkins	785
Mia Farrow	788
John Cassavetes	789
Ruth Gordon	790
Ralph Bellamy	791
Sidney Blackmer	792
Maurice Evans	793
Victoria Vetri	794
Patsy Kelly	795
Charles Grodin	796
Elisha Cook	797
John Forsythe	799
Philippe Noiret	800
Michel Piccoli	801
Frederick Stafford	802
John Vernon	803
Dany Robin	804
Karin Dor	805
Claude Jade	806
Sean Connery	808
Diane Baker	809
Bruce Dern	810
Martin Gabel	811
Louise Latham	812
Bob Sweeney	813
Milton Selzer	814
Montgomery Clift	816
Anne Baxter	817
Karl Malden	818
Brian Aherne	819
Dolly Haas	820
O.E. Hasse	821
Roger Dann	822
Charles Andre	823
Judson Pratt	824
Charles Laughton	827
Maureen O'Hara	828
Robert Newton	829
Leslie Banks	830
Mervyn Jones	831
Herbert Lomas	832
Emlyn Williams	833
Edwin Greenwood	834
Oscar Homolka	837
Sylvia Sidney	838
John Loder	839
Desmond Tester	840
Matthew Boulton	841
Austin Trevor	842
Torin Thatcher	843
Aubrey Mather	844
Henry Kendall	846
Joan Barry	847
Percy Marmont	848
Betty Amann	849
Elsie Randolph	850
Hannah Jones	851
Sandra Bullock	854
Nicole Kidman [Gillian]	855
Dianne Wiest	856
Stockard Channing	857
Aidan Quinn	858
Alexandra Artrip	859
Evan Rachel Wood	860
Joseph Fiennes [a young Will Shakespeare]	863
Geoffrey Rush [Philip Henslowe]	864
Ben Affleck [Ned Alleyn]	865
Judi Dench	866
Simon Callow	867
Jim Carter	868
Martin Clunes	869
Antony Sher	870
Imelda Staunton	871
Tom Wilkinson	872
Mark Williams	873
Mark Williams (I)	874
Sam Douglas	877
Nicole Kidman [Alice Harford]	878
Tom Cruise [Dr. William Harford]	879
Sydney Pollack [Victor Ziegler]	880
Todd Field [Nick Nightingale]	881
Rade Serbedzija	882
Leelee Sobieski	883
Vinessa Shaw	884
Alan Cumming	885
Marie Richardson	886
Thomas Gibson	887
Julienne Davis	888
Louise J. Taylor	889
Danny Aiello	891
Jeff Daniels	892
Julie Kavner	893
J. R. Horne	894
Emily Watson [Angela]	897
Robert Carlyle [Malachy]	898
Joe Breen [Young Frank]	899
Ciaran Owens	900
Michael Legge [Older Frank]	901
Ronnie Masterson	902
Pauline McLynn	903
Liam Carney	904
Eanna MacLiam	905
Shane Murray-Corcoran	906
Andy Garcia	909
Lance Henriksen	910
Kathy Baker	911
Graham Beckel	912
Kevin Conway	913
James Fleet	916
Charlotte Coleman	917
David Bower	918
Woody Allen [Ray Winkler]	920
Tracey Ullman [Frenchy]	921
Hugh Grant [David]	922
Elaine May [May]	923
Jon Lovitz [Benny]	924
Michael Rapaport [Would-be bank robber Denny]	925
Tony Darrow [Tommy]	926
Brian Markinson	927
George Grizzard	928
Elaine Stritch	929
Frank Wood	930
Joaquin Phoenix	935
Matt Dillon	936
Illeana Douglas	937
Casey Affleck	938
Alison Folland	939
Dan Hedaya	940
Kurtwood Smith	941
Holland Taylor	942
Joan Plowright	945
Natasha Richardson	946
Brad Pitt	949
Morgan Freeman	950
Kevin Spacey	951
John Cassini	952
Bob Mack	953
Peter Crombie	954
R. Lee Ermey	955
Richard Portnow	956
Daniel Zacapa	957
Andy Walker	958
Mark Boone Junior	959
Dominique Jennings	960
Alec Baldwin	963
Josef Sommer	964
Bebe Neuwirth	965
George C. Scott	966
Tobin Bell	967
William Duff-Griffin	968
Debrah Farentino	969
David Bowe	970
Ann Cusack	971
Anjelica Huston	973
Ron Rifkin	974
Joy Behar	975
Anthony Hopkins	978
Christopher Reeve	979
Tim Pigott-Smith	980
James Fox	981
Peter Vaughan	982
Helena Bonham Carter	984
Olympia Dukakis	985
F. Murray Abraham	986
Claire Bloom	987
Michael Rapaport	988
Mira Sorvino	989
Jack Warden	990
Peter Weller	991
Charlie Sheen	994
James Gandolfini	995
Christopher McDonald	996
Brooke Langton	997
 Miou-Miou	1001
 Renaud	1002
Jean Carmet	1003
Judith Henry	1004
Jean-Roger Milo	1005
Laurent Terzieff	1006
Bernard Fresson	1007
Anny Duperey	1008
John Carroll Lynch	1012
Kristin Rudrud	1013
Steve Park	1014
Jose Feliciano	1015
Frances McDormand	1016
Steve Buscemi	1017
William H. Macy	1018
Tony Denman	1019
Melissa Peterman	1020
Eddie Constantine	1023
Anna Karina	1024
Akim Tamiroff	1025
Howard Vernon	1026
Laszlo Szabo	1027
Olivier Martinez	1030
Pierre Arditi	1031
François Cluzet	1032
Jean Yanne	1033
Claudio Amendola	1034
Michael Keaton	1036
Harris Yulin	1037
Eugene Levy	1038
Richard Masur	1039
Zack Duhame	1040
Katie Schlossberg	1041
Michael Milhoan	1042
Toni Collette	1045
Jeremy Northam	1046
Ewan McGregor	1047
Greta Scacchi	1048
Juliet Stevenson	1049
Sophie Thompson	1050
Phyllida Law	1051
James Cosmo	1052
Denys Hawthorne	1053
Kathleen Byron	1054
Edward Woodall	1055
Brett Miley	1056
Brian Capron	1057
Karen Westwood	1058
Paul Williamson	1059
Rebecca Craig	1060
Angela Down	1061
John Franklyn Robbins	1062
Ruth Jones	1063
James Stewart	1065
Kim Novak	1066
Barbara Bel Geddes	1067
Tom Helmore	1068
Henry Jones	1069
Raymond Bailey	1070
Ellen Corby	1071
Konstantin Shayne	1072
Lee Patrick	1073
Paul Bryar	1074
Roland Got	1075
Jack Richardson	1076
Grace Kelly	1078
Wendell Corey	1079
Thelma Ritter	1080
Raymond Burr	1081
Judith Evelyn	1082
Sara Berner	1083
Frank Cady	1084
Georgine Darcy	1085
Ingrid Bergman	1087
Claude Rains	1088
Louis Calhern	1089
Reinhold Schunzel	1090
Moroni Olsen	1091
Ivan Triesault	1092
Alexis Minotis	1093
Wally Brown	1094
Robert Donat	1096
Madeleine Carroll	1097
Lucie Mannheim	1098
Peggy Ashcroft	1099
Godfrey Tearle	1100
John Laurie	1101
Wylie Watson	1102
Helen Haye	1103
Frank Cellier	1104
Tom Cruise	1106
Jack Nicholson	1107
Demi Moore	1108
Kevin Bacon	1109
James Marshall	1110
J.T. Walsh	1111
Kiefer Sutherland	1112
Kevin Pollak	1113
Wolfgang Bodison	1114
Cuba Gooding	1115
Marisa Tomei	1118
Ralph Macchio	1119
Mitchell Whitfield	1120
Fred Gwynne	1121
Chris Ellis	1122
William Holden	1126
Lee Grant	1127
Jonathan Scott-Taylor	1128
Lew Ayres	1129
Robert Foxworth	1130
Nicholas Pryor	1131
Lucas Donat	1132
Allan Arbus	1133
Timothy Balme	1136
Diana Penalver	1137
Diana Peñalver	1138
Elizabeth Moody	1139
Ian Watkin	1140
Marlon Brando	1143
Al Pacino	1144
James Caan	1145
Robert Duvall	1146
Talia Shire	1147
Sterling Hayden	1148
John Cazale	1149
Richard Castellano	1150
John Marley	1151
Richard Conte	1152
Al Lettieri	1153
Abe Vigoda	1154
Gianni Russo	1155
Rudy Bond	1156
Morgana King	1157
Richard Bright	1158
Alex Rocco	1159
Tony Giorgio	1160
Vito Scotti	1161
Julie Gregg	1162
Angelo Infanti	1163
Franco Citti	1164
Saro Urzi	1165
Sofia Coppola	1166
Joe Spinell	1167
Tom Skerritt	1169
Sigourney Weaver [Ripley]	1170
John Hurt [Kane]	1171
Ian Holm	1172
Yaphet Kotto	1173
Michelle Pfeiffer [Catwoman]	1175
Danny DeVito [Penguin]	1176
Christopher Walken	1177
Cristi Conaway	1178
Andrew Bryniarski	1179
Paul Reubens	1180
Martin Lawrence	1183
Téa Leoni	1184
Tcheky Karyo	1185
Joe Pantoliano	1186
Lisa Boyle	1187
Julio Mechoso	1188
John Salley	1189
Michael Jai White	1192
John Leguizamo	1193
Theresa Randle	1194
Nicol Williamson	1195
D.B. Sweeney	1196
Melinda Clarke	1197
Miko Hughes	1198
Sydni Beaudoin	1199
Michael Papajohn	1200
Frank Welker	1201
Robia La Morte	1202
Caroline Gibson	1203
Mertin Sheen	1204
Sylvester Stallone	1207
Rob Schneider	1208
Armand Assante	1209
Diane Lane	1210
Joan Chen	1211
Balthazar Getty	1212
Joanna Miles	1213
Wesley Snipes [Blade]	1216
Stephen Dorff [Frost]	1217
Kris Kristofferson [Whistler]	1218
N'Bushe Wright [Dr. Karen Jenson]	1219
Donal Logue [Quinn]	1220
Traci Lords [Racquel]	1221
Kevin Patrick Walls	1222
Arly Jover [Mercury]	1223
Eric Edwards - II [The gelatinous information source known as Pearl]	1224
Sanaa Lathan [Vanessa]	1225
Shannon Lee	1226
Hugh Jackman [Logan]	1229
Patrick Stewart [Charles Xavier]	1230
Ian McKellen [Erik Lensherr]	1231
Famke Janssen [Jean]	1232
James Marsden [Scott Summers]	1233
Anna Paquin	1234
Halle Berry [Storm]	1235
Rebecca Romijn-Stamos	1236
Bruce Davison	1237
Shawn Ashmore	1238
Tyler Mane	1239
Ray Park [Toad]	1240
Matthew Sharp	1241
Treat Williams	1244
Kristy Swanson	1245
Catherine Zeta-Jones	1246
James Remar	1247
Patrick McGoohan	1248
Patrick Swayze	1251
Jennifer Grey	1252
Jerry Orbach	1253
Cynthia Rhodes	1254
Jack Weston	1255
Kelly Bishop	1256
Lonny Price	1257
Max Cantor	1258
Neal Jones	1259
Miranda Garrison	1260
Garry Goodrow	1261
Piper Perabo [Violet Sanford]	1264
Maria Bello [Lil]	1265
Tyra Banks [Zoe]	1266
Adam Garcia [Kevin]	1267
Bridget Moynahan [Rachel]	1268
John Goodman	1269
Michael Weston	1270
Vincent Schiavelli	1271
Melanie Lynskey [Gloria]	1272
Izabella Miko [Cammie]	1273
Pauley Perrette	1274
LeAnn Rimes	1275
Adam Alexi-Malle	1276
Alex Borstein	1277
Sharon Stone	1280
George Dzundza	1281
Leilani Sarelle	1282
Mitch Pileggi	1283
Kayla Blake	1284
Bruce Willis	1287
Milla Jovovich	1288
Gary Oldman	1289
Luke Perry	1290
Chris Tucker	1291
Brion James	1292
"Tom ""Tiny"" Lister"	1293
Lee Evans	1294
Charlie Creed-Miles	1295
John Neville	1296
John Bluthall	1297
Mathieu Kassovitz	1298
Maiwenn Le Besco	1299
Christopher Fairbank	1300
Kim Chan	1301
Richard Leaf	1302
Julie T. Wallace	1303
Al Matthews	1304
John Bennett	1305
Ivan Heng	1306
Sonita Henry	1307
Tim McMullan	1308
Hon Ping Tang	1309
George Khan	1310
John Hughes	1311
Robert Bryce	1312
Said Talidi	1313
Justin Lee Burrows	1314
Richard Ashton	1315
Jerome Blake	1316
Bill Reimbold	1317
Colin Brooks	1318
Anthony Chinn	1319
Derek Ezenagu	1320
David Kennedy	1321
David Barrass	1322
Mac McDonald	1323
Jean-Luc Caron	1324
Riz Meedin	1325
Jerry Ezekiel	1326
Indra Ove	1327
Nicole Merry	1328
Stacey McKenzie	1329
Rachel Willis	1330
Genevieve Maylam	1331
Josie Perez	1332
Natasha Brice	1333
Sophia Goth	1334
Martin McDougall	1335
Peter Dunwell	1336
Paul Priestley	1337
Jason Salkey	1338
Stewart Harvey-Wilson	1339
David Fishley	1340
Carlton Chance	1341
Gia Clarke	1342
Vladimir McCrary	1343
Clifton, Lloyd Bryan	1344
Aron Paramor	1345
Alan Ruscoe	1346
Christopher Adamson	1347
Kaleem Janjua	1348
Eve Salvail	1349
Tyrone Tyrell	1350
Kevin Brewerton	1351
Kevin Molloy	1352
Vince Pellegrino	1353
Ian Beckett	1354
Sonny Caldinez	1355
Zeta Graff	1356
Eddie Ellwood	1357
 Yui	1358
Laura De Palma	1359
Michael Culkin	1360
Lenny McLean	1361
Robert Oates	1362
John Sharian	1363
Fred Williams	1364
Sibyl Buck	1365
Sarah Carrington	1366
Grant James	1367
Ali Yassine	1368
Sean Buckley	1369
Dane Messam	1370
Roger Monk	1371
Nathan Hamlett	1372
Cecil Cheng	1373
Scott Woods	1374
Leon Dekker	1375
David Garvey	1376
Stanley Kowalski	1377
Omar Williams	1378
Robert Clapperton	1379
Robert Alexander	1380
Mia Frye	1381
Leo Williams	1382
C. Keith Martin	1383
J.D. Dawodu	1384
Patrick Nicholls	1385
Shaun Davis	1386
Roy Garcia Singh	1387
Alex Georgijev	1388
Marie Guillard	1389
Renee Montemayor	1390
Stina Richardson	1391
Nathan Lane	1394
Vicki Lewis	1395
Maury Chaykin	1396
Eric Christmas	1397
Michael Jeter	1398
Debra Christofferson	1399
Camilla Soeberg	1400
Eric Poppick	1401
Ernie Sabella	1402
William Hickey	1403
Cliff Emmich	1404
Mario Cantone	1405
David Caruso	1408
Laurence Fishburne	1409
Giancarlo Esposito	1410
Victor Argo	1411
Paul Calderon	1412
Janet Julian	1413
Joey Chin	1414
Roger Guenveur Smith	1415
Harold Perrineau	1416
Sammi Davis	1422
